schema,DG_ted,JE_ted,JSF_ted,DG_number_errors,JE_number_errors,JSF_number_errors,correct_instance_ast_size,DG_ast_size,JE_ast_size,JSF_ast_size
o45409,,0,,,0,,1,,1,
o45486,4,,38,0,,0,13,13,,49
o45586,0,113,38,0,0,0,1,1,147,45
o45592,0,6,6,0,0,0,1,1,7,7
o45595,1,15,1,0,0,0,3,3,19,3
o45596,3,3,37,0,0,0,7,7,7,41
o45630,0,7,5,0,0,0,1,1,15,11
o45633,1,,1,0,,0,1,1,,1
o45634,0,9,2,0,0,0,1,1,19,5
o45635,0,18,4,0,0,0,1,1,19,5
o45647,4,20,4,0,0,0,9,9,39,9
o45648,3,3,7,0,0,0,7,7,7,11
o45752,26,31,31,0,0,0,57,57,61,61
o45769,3,494,28,0,0,0,11,11,659,39
o45806,0,,153,0,,0,1,1,,177
o45807,0,,135,0,,0,1,1,,195
o46145,9,18,22,1,1,0,13,19,17,31
o46155,0,0,45,0,0,0,1,1,1,61
o46173,23,,94,0,,0,79,79,,175
o46198,0,4,12,0,0,0,1,1,5,13
o46217,0,0,0,0,0,0,1,1,1,1
o46220,0,32,29,0,0,0,1,1,35,33
o46235,0,18,297,0,0,0,1,1,19,321
o46237,0,16,270,0,0,0,1,1,17,297
o46249,0,0,439,0,0,1,1,1,1,459
o46250,0,0,16,0,0,0,1,1,1,17
o46256,1,3,2,0,0,0,3,3,5,5
o46257,0,0,8,0,0,0,1,1,1,9
o46258,0,0,4,0,0,0,1,1,1,5
o46259,0,0,4,0,0,0,1,1,1,5
o46262,0,0,10,0,0,0,1,1,1,11
o46263,3,3,4,0,0,0,15,15,15,15
o46264,4,7,5,0,0,0,13,13,15,15
o46265,0,0,145,0,0,0,1,1,1,147
o46299,1,,0,0,,0,1,1,,1
o46322,0,0,295,0,0,4,1,1,1,299
o46358,1,,1,0,,0,1,1,,1
o46359,0,0,13,0,0,1,1,1,1,17
o46362,1,1,1,0,0,0,3,3,3,3
o46363,0,0,4,0,0,0,1,1,1,5
o46364,0,0,0,0,0,0,3,3,3,3
o46365,2,49,23,0,2,0,5,5,65,29
o46379,1,1,1,0,0,0,3,3,3,3
o46393,0,21,92,0,0,1,1,1,23,99
o46394,0,,28,0,,0,3,3,,35
o46395,1,1,1,0,0,0,3,3,3,3
o46406,1,1,1,0,0,0,3,3,3,3
o46408,0,40,25,0,13,0,3,3,51,33
o46410,0,0,4,0,0,1,1,1,1,5
o46411,0,0,18,0,0,1,1,1,1,19
o46412,0,0,18,0,0,3,1,1,1,19
o46413,6,,12,0,,0,19,19,,25
o46414,1,,1,0,,0,1,1,,1
o46416,0,3,1,0,1,1,3,3,5,3
o46421,1,1,1,0,0,1,3,3,3,3
o46423,6,,8,0,,0,19,19,,21
o46428,0,0,4,0,0,0,1,1,1,5
o46432,0,68,4,0,0,0,1,1,69,5
o46526,0,44,12,0,0,0,1,1,53,13
o46527,0,8,20,0,0,0,1,1,9,21
o46559,2,,2,0,,0,5,5,,5
o46562,,0,0,,0,0,1,,1,1
o46566,,0,38,,0,0,1,,1,45
o46658,0,4,57,0,4,2,1,1,9,71
o46761,0,22,36,0,0,0,1,1,23,37
o46762,3,,35,0,,1,11,11,,49
o46813,0,135,10,0,0,0,1,1,161,11
o46895,0,0,38,0,0,0,1,1,1,39
o46922,0,201,20,0,0,0,3,3,259,27
o47005,1,,50,0,,0,11,11,,79
o47025,4,4,6,0,0,0,9,9,9,11
o47036,2,6,2,0,0,0,5,5,9,5
o47037,5,17,5,0,0,0,13,13,25,13
o47038,2,6,2,0,0,0,7,7,11,7
o47039,0,6,6,0,0,0,1,1,7,7
o47061,3,,5,0,,0,7,7,,9
o47063,1,7,1,0,0,0,3,3,11,3
o47064,0,28,8,0,0,0,1,1,29,9
o47066,0,,10,0,,0,1,1,,11
o47068,2,,4,0,,0,5,5,,7
o47090,1,3,425,0,0,0,3,3,5,541
o47095,0,0,25,0,0,0,1,1,1,35
o47097,0,0,0,0,0,0,1,1,1,1
o47100,0,0,153,0,0,0,1,1,1,197
o47102,0,0,101,0,0,0,1,1,1,127
o47106,1,3,7,0,0,0,3,3,5,11
o47108,0,0,32,0,0,0,1,1,1,45
o47109,1,3,39,0,0,0,3,3,5,43
o47110,1,3,1,0,0,0,3,3,5,3
o47111,0,0,28,0,0,0,1,1,1,39
o47115,0,0,23,0,0,0,1,1,1,35
o47116,0,0,229,0,0,0,1,1,1,263
o47118,0,0,2,0,0,0,1,1,1,3
o47120,0,0,16,0,0,0,1,1,1,17
o47121,0,0,63,0,0,0,1,1,1,69
o47122,0,0,26,0,0,0,1,1,1,27
o47139,0,9,14,0,0,0,1,1,17,15
o47148,0,38,22,0,0,0,1,1,39,29
o47149,0,6,5,0,0,0,1,1,7,7
o47150,0,12,15,0,0,2,1,1,13,19
o47156,2,251,8,0,0,0,7,7,345,13
o47158,2,,192,0,,0,5,5,,219
o47163,0,0,31,0,0,0,1,1,1,61
o47167,0,8,6,0,0,0,3,3,19,13
o47168,0,16,10,0,2,0,1,1,17,11
o47195,0,12,142,0,0,0,1,1,13,143
o47197,0,14,506,0,0,0,1,1,15,507
o47199,0,6,216,0,0,0,1,1,7,217
o47208,2,15,38,0,0,0,5,5,27,43
o47247,3,730,510,0,6,0,9,9,835,525
o47248,4,242,40,0,0,0,13,13,297,53
o47261,0,22,42,0,0,0,1,1,23,47
o47263,5,,61,0,,0,13,13,,71
o47654,3,52,3,0,2,0,9,9,81,9
o47658,5,35,,0,5,,23,23,39,
o47669,,1565,279,,0,0,43,,1995,329
o47670,0,62,125,0,0,0,1,1,73,127
o47674,14,12,19,1,1,0,3,17,13,21
o47675,0,14,13,0,0,1,3,3,17,17
o47712,1,37,10,0,15,0,7,7,61,21
o47749,0,0,101,0,0,0,1,1,1,115
o47836,1001,,4,1001,,0,17,2007,,17
o47837,2,,2,0,,0,9,9,,9
o47838,0,,39,0,,0,5,5,,83
o47856,0,404,8,0,0,0,1,1,517,13
o47860,1,1,1,0,0,0,3,3,3,3
o47920,2,241,14,0,0,0,7,7,297,19
o47921,0,0,8,0,0,0,1,1,1,9
o47923,3,,6,0,,0,9,9,,11
o47924,0,0,6,0,0,0,1,1,1,7
o47925,0,0,2,0,0,0,1,1,1,3
o47943,0,4,10,0,0,0,1,1,5,11
o47976,6,,5,0,,0,17,17,,17
o48002,4,,54,0,,0,9,9,,69
o48006,0,14,9,0,0,0,1,1,15,11
o48007,0,10,13,0,0,0,1,1,11,15
o48008,0,32,26,0,0,0,1,1,33,27
o48009,0,0,32,0,0,0,1,1,1,33
o48010,0,26,12,0,0,0,1,1,27,13
o48012,0,20,12,0,0,0,1,1,21,13
o48013,0,0,114,0,0,0,1,1,1,125
o48021,1,,12,0,,0,5,5,,17
o48022,1,,266,0,,0,11,11,,285
o48024,4,58,124,0,9,0,11,13,77,157
o48073,0,,165,0,,0,5,5,,197
o48094,3,122,1456,0,12,39,25,25,167,1559
o48095,5,550,20,0,0,0,19,19,701,37
o48116,0,,12,0,2,0,1,1,1,13
o48121,20,38,143,14,15,0,31,19,49,183
o48159,1,,0,0,,0,3,3,,3
o48162,1,,1,0,,0,1,1,,1
o48241,0,2,855,0,0,0,1,1,3,1053
o48243,15,189,83,0,0,0,49,49,255,123
o48244,1,16,8,0,0,0,3,3,19,15
o48245,13,596,186,0,0,0,43,43,841,231
o48246,0,30,24,0,0,0,1,1,31,25
o48248,0,21,18,0,0,0,1,1,33,19
o48256,0,,,0,,,1,1,,
o48257,1,107,9,0,0,0,5,5,127,13
o4826,1,41,10,0,0,1,3,3,43,11
o4827,0,,,0,,,3,3,,
o48271,0,42,63,0,0,0,1,1,45,69
o48280,1,,1,0,,0,1,1,,1
o48311,2,,433,0,,0,9,9,,539
o48312,0,0,4,0,0,0,1,1,1,5
o48313,1,5226,348,0,24,0,5,5,6599,383
o4832,0,30,70,0,0,0,1,1,31,85
o4833,4,,141,0,,0,9,9,,177
o48339,1,143,181,0,0,0,5,5,167,221
o4834,1,,4,0,,2,7,7,,3
o4836,0,16,125,0,0,0,1,1,19,151
o4837,0,51,200,0,0,0,1,1,53,249
o48403,1,10,,0,1,,3,3,11,
o48404,5,,705,0,1,1,5,7,1,763
o48419,5,11,17,0,2,0,15,15,7,27
o48420,2,28,4,0,1,0,7,7,37,9
o48421,6,14,25,0,5,1,19,19,17,29
o48422,6,,269,0,,0,31,31,,355
o48423,15,,108,0,,0,43,43,,147
o48424,5,9,4,0,7,0,15,15,11,15
o48427,12,,33,0,,0,47,47,,59
o4844,0,,53,0,,0,9,9,,81
o48454,0,38,21,0,0,0,3,3,45,27
o4846,3,3,182,0,0,0,7,7,7,217
o48487,13,,68,0,,0,37,37,,97
o48489,13,,307,0,,0,39,39,,353
o48492,0,27,10,0,0,0,1,1,31,11
o48493,0,0,139,0,0,0,1,1,1,169
o4850,,11,7,,0,0,3,,13,9
o48512,0,170,98,0,0,0,3,3,235,103
o48513,0,2,11,0,0,0,1,1,3,15
o48514,0,6,5,0,0,0,1,1,13,11
o48515,0,2,331,0,0,0,1,1,3,383
o48516,0,8,14,0,0,0,1,1,9,15
o48517,0,134,16,0,0,0,1,1,175,17
o48519,5,,44,0,,0,21,21,,65
o48543,,,13,,,1,1,,,15
o48544,1,1,3,0,1,0,3,3,3,5
o48546,2,,2,0,,0,9,9,,9
o48547,3,,3,0,,0,13,13,,13
o48548,5,,5,0,,0,15,15,,15
o48549,5,195,19,0,2,0,17,17,265,31
o48619,22,,64,1,,0,43,,,87
o48661,0,55,714,0,0,0,1,1,77,743
o48748,1,20,3,0,1,0,7,7,31,9
o48749,16,65,62,0,0,0,45,45,101,103
o48762,0,,1,0,,0,1,1,,1
o48770,5,7,19,1,4,0,7,3,9,29
o48771,6,3240,642,0,0,0,17,17,3683,657
o48781,1,4,267,0,3,1,5,5,7,287
o48800,2,20,2,0,0,0,5,5,31,5
o48803,3,9,3,0,0,0,7,7,13,7
o48805,1,7,1,0,0,0,3,3,9,3
o48810,0,189,24,0,0,0,5,5,263,29
o48811,2,742,275,0,0,0,9,9,803,297
o48813,,7,3,,,,7,,11,7
o48814,2,,3,0,,0,7,7,,9
o48816,2,3,6,0,1,0,7,7,7,11
o48866,0,0,628,0,0,0,1,1,1,669
o48869,1,15,1,0,2,0,3,3,17,3
o48873,2,22,11,0,0,1,5,5,25,13
o48876,0,142,14,0,0,0,1,1,215,15
o49129,0,,27,0,,0,1,1,,31
o49201,0,19,84,0,0,0,3,3,35,87
o49232,0,3748,171,0,0,0,3,3,4973,229
o49233,0,865,67,0,0,0,3,3,1051,75
o49234,0,6323,614,0,0,0,3,3,8571,831
o49235,0,124,49,0,0,0,3,3,167,69
o49496,0,2,59,0,0,0,1,1,3,65
o49536,4,6,18,0,1,0,11,11,15,27
o49808,0,87,13,0,0,0,1,1,97,15
o49812,0,6,24,0,0,0,1,1,7,25
o49986,3,5,11,0,1,0,7,7,9,15
o49989,0,57,4,0,0,0,1,1,65,5
o50003,5,,72,0,,0,13,13,,83
o50005,4,,57,0,,0,11,11,,67
o50007,4,,50,0,,0,9,9,,59
o50010,5,,75,0,,0,13,13,,87
o50110,0,38,160,0,0,0,1,1,49,161
o50111,5,14,10,0,0,0,15,15,23,21
o50113,16,181,38,0,0,0,63,63,245,97
o50114,9,,61,0,,0,49,49,,109
o50163,0,6,12,0,0,0,1,1,7,13
o50479,0,32,105,0,0,0,1,1,45,127
o50504,1,3,19,0,0,0,3,3,5,21
o50639,9,,135,0,1,0,5,13,1,155
o50667,0,12,,0,0,,1,1,13,
o50668,1,13,,0,0,,3,3,15,
o50672,3,103,,0,0,,19,19,169,
o50673,,29,,,0,,1,,43,
o50674,0,13,,0,0,,3,3,15,
o50685,1,3,57,0,0,0,3,3,5,59
o50969,0,4,8,0,0,0,1,1,5,9
o50970,1,1,1,0,1,0,3,3,3,3
o51078,3,,3,0,,0,7,7,,7
o51080,2,25,2,0,0,0,7,7,33,7
o51081,3,3,3,0,0,0,7,7,7,7
o51088,0,620,46,0,0,0,1,1,835,47
o51159,0,31,8,0,0,0,1,1,35,9
o5116,6,5,5,0,1,0,13,13,13,13
o51165,0,2,27,0,0,0,1,1,3,33
o51168,3,,77,0,,0,9,9,,95
o51169,4,,887,0,,0,19,19,,1139
o51170,0,5,5,0,0,0,3,3,9,9
o51177,0,0,0,0,0,0,1,1,1,1
o5118,1,11,5,0,0,0,5,5,15,9
o51221,0,2,9,0,0,0,1,1,3,11
o51222,0,12,2,0,0,0,1,1,13,3
o51223,2,2,10,0,0,0,5,5,5,13
o51224,1,,1,0,,0,1,1,,1
o51226,0,8,2,0,0,0,1,1,9,3
o51227,0,6,6,0,0,0,1,1,7,7
o51260,5,117,41,0,4,2,19,19,143,63
o5138,0,0,4,0,0,0,1,1,1,5
o5140,0,0,4,0,0,0,1,1,1,5
o5142,0,0,6,0,0,0,1,1,1,7
o5146,0,0,10,0,0,0,1,1,1,11
o5147,2,6,6,0,0,0,5,5,9,9
o5151,2,2,2,0,0,0,5,5,5,5
o5158,0,52,2,0,0,0,1,1,53,3
o5159,3,3,3,0,3,0,7,7,7,7
o5161,3,,7,0,,0,7,7,,11
o5162,0,0,7,0,0,0,1,1,1,13
o5163,4,80,6,0,2,0,9,9,97,11
o5165,1,3,5,0,1,0,3,3,5,7
o5167,2,14,4,0,0,0,7,7,19,9
o5172,0,0,2,0,0,0,1,1,1,3
o5187,2,,8,0,,0,5,5,,15
o5195,3,,5,0,,0,7,7,,9
o5202,0,1,0,0,0,0,3,3,3,3
o5208,0,12,44,0,0,0,3,3,15,47
o5210,0,25,42,0,0,0,5,5,37,47
o5214,0,135,10,0,0,0,3,3,199,13
o5219,0,6,20,0,0,0,3,3,9,23
o5220,5,5,5,0,0,0,11,11,11,11
o5221,13,14,14,0,0,0,31,31,31,31
o5223,0,0,42,0,0,0,1,1,1,43
o5224,4,4,4,0,0,0,9,9,9,9
o5225,0,0,32,0,0,0,1,1,1,33
o5233,0,2,16,0,0,0,3,3,5,19
o5235,0,0,28,0,0,0,1,1,1,29
o5245,0,8,10,0,0,0,3,3,11,13
o5247,0,1,30,0,1,0,3,3,3,33
o5248,3,3,3,0,0,0,7,7,7,7
o5251,2,215,39,0,11,0,9,9,331,51
o5254,0,0,4,0,0,0,1,1,1,5
o5255,4,10,4,0,0,0,11,11,17,11
o5258,1,3,1,0,0,0,3,3,5,3
o5261,0,0,8,0,0,0,3,3,3,11
o5263,1,1,1,0,0,0,3,3,3,3
o5265,7,7,9,0,1,3,15,15,15,17
o5268,8,17,11,0,2,4,23,23,31,25
o52821,,4,10,,0,0,1,,5,11
o52822,1,1,,0,0,,3,3,3,
o52856,4,40,139,0,12,0,9,7,61,167
o52904,0,0,381,0,0,0,1,1,1,441
o53002,0,0,43,0,0,0,1,1,1,49
o53004,1,43,17,0,0,0,7,7,53,23
o53017,,37,,,0,,1,,43,
o53018,,172,,,0,,1,,209,
o53019,,2,4,,0,0,1,,3,5
o53024,5,5,5,0,0,0,13,13,13,13
o53025,3,67,35,0,0,0,13,13,141,77
o53044,9,,50,0,,0,27,27,,77
o53069,3,7,3,0,0,0,9,9,13,9
o53070,3,50,3,0,0,0,9,9,65,9
o53074,2,7,6,0,0,0,7,7,17,15
o53075,2,30,2,0,0,0,7,7,35,7
o53085,,187,73,,3,2,1,,217,91
o53100,0,,866,0,,0,1,1,,891
o53107,0,17,2,0,1,0,1,1,25,3
o53109,0,,94,0,,0,1,1,,105
o53110,0,8,229,0,1,0,1,1,9,245
o53111,0,26,4,0,1,0,1,1,27,5
o53115,2,13,3,0,0,0,7,7,17,7
o53116,2,10,12,0,0,0,5,5,13,15
o53128,0,212,136,0,0,0,1,1,289,137
o53129,0,16,72,0,0,0,1,1,17,73
o53159,0,1,33,0,1,0,3,3,3,47
o5326,2,,19,0,,0,15,15,,37
o5327,2,,41,0,,0,15,15,,61
o5329,3,,24,0,,1,19,19,,45
o5330,3,,50,0,,0,19,19,,73
o5331,3,,83,0,,0,19,19,,115
o5333,2,,80,0,,0,15,15,,107
o5335,2,,31,0,,0,15,15,,49
o5336,2,,91,0,,2,15,15,,119
o5338,3,,36,0,,0,17,17,,53
o5340,3,,75,0,,1,17,17,,105
o5341,3,,49,0,,3,17,17,,73
o5343,5,,45,0,,3,21,21,,65
o5344,5,,25,0,,0,21,21,,43
o5345,5,,71,0,,0,21,21,,95
o5347,5,,55,0,,0,23,23,,79
o5348,2,,59,0,,1,17,17,,95
o5349,2,,68,0,,0,17,17,,95
o5351,2,,90,0,,5,17,17,,119
o53515,0,25,47,0,0,0,1,1,33,59
o53518,1,,7,0,,0,9,9,,15
o5352,2,,38,0,,2,17,17,,61
o53523,0,10,56,0,0,0,1,1,11,57
o53524,1,1,,0,0,,7,7,7,
o5353,2,,49,0,,4,17,17,,75
o5355,2,,43,0,,2,15,15,,65
o5356,2,,53,0,,5,15,15,,77
o5357,2,,12,0,,1,15,15,,27
o5359,3,,57,0,,0,17,17,,79
o5360,3,,33,0,,3,17,17,,51
o5362,3,,55,0,,3,17,17,,79
o5364,4,,37,0,,0,19,19,,57
o5365,4,,70,0,,4,19,19,,99
o5366,4,,52,0,,4,19,19,,73
o5368,3,,63,0,,5,17,17,,89
o5369,3,,58,0,,3,17,17,,81
o53694,0,18,30,0,0,0,1,1,19,31
o53697,0,59,136,0,1,0,3,3,61,157
o53698,0,1,41,0,0,0,3,3,3,53
o5370,3,,39,0,,0,17,17,,57
o53703,0,18,13,0,0,0,1,1,21,15
o5372,2,,23,0,,0,15,15,,37
o5373,2,,60,0,,0,15,15,,81
o5374,2,,69,0,,1,15,15,,91
o5375,0,8,84,0,0,5,1,1,9,95
o5376,0,26,8,0,0,0,1,1,27,9
o5377,0,2,12,0,0,0,1,1,3,13
o5379,2,,82,0,,0,17,17,,107
o5384,2,,81,0,,2,15,15,,101
o5385,2,,62,0,,0,15,15,,81
o5386,2,,90,0,,0,15,15,,109
o5387,2,,83,0,,2,15,15,,105
o5389,2,,47,0,,2,15,15,,67
o53898,1,3,3,0,0,0,3,3,5,5
o53899,4,4,8,0,0,0,9,9,9,13
o5390,2,,92,0,,0,15,15,,115
o53900,3,3,5,0,0,0,7,7,7,9
o53901,4,4,4,0,0,0,9,9,9,9
o53902,1,3,5,0,0,0,3,3,5,7
o53903,0,0,4,0,0,0,1,1,1,5
o53905,1,1,4,0,1,0,3,3,3,9
o53906,0,6,4,0,4,0,1,1,13,9
o53907,0,0,6,0,0,0,1,1,1,11
o53908,0,0,2,0,0,0,1,1,1,3
o53909,2,2,2,0,1,0,3,3,1,3
o5391,2,,111,0,,2,15,15,,141
o53911,0,24,3,0,0,0,1,1,31,5
o5393,2,,57,0,,2,15,15,,79
o5394,2,,27,0,,0,15,15,,45
o5395,2,,34,0,,3,15,15,,53
o5396,4,,92,0,,5,21,21,,129
o5398,4,,70,0,,7,21,21,,99
o5399,4,,68,0,,6,21,21,,95
o5400,4,,105,0,,6,21,21,,139
o5406,3,,29,0,,0,19,19,,49
o5407,3,,52,0,,4,19,19,,77
o5408,3,,107,0,,4,19,19,,139
o5409,3,,221,0,,1,19,19,,259
o5411,3,,218,0,,13,19,19,,271
o5412,3,,42,0,,0,19,19,,61
o5413,3,,61,0,,0,19,19,,87
o5415,2,,63,0,,2,15,15,,87
o5416,2,,72,0,,2,15,15,,95
o5417,2,,93,0,,4,15,15,,121
o5419,3,,76,0,,4,17,17,,105
o5420,3,,26,0,,0,17,17,,43
o5421,3,,38,0,,0,17,17,,57
o54541,0,12,10,0,0,0,1,1,13,11
o54542,0,43,45,0,0,4,1,1,69,51
o54543,0,596,29,0,1,0,3,3,803,37
o54544,0,16,8,0,0,0,1,1,17,9
o54545,0,142,9,0,0,0,1,1,157,11
o54546,0,280,27,0,5,0,5,5,389,47
o54547,0,3,26,0,0,0,1,1,5,27
o54549,0,77,40,0,0,0,1,1,115,53
o54550,0,16,178,0,0,0,1,1,17,203
o54551,0,2,24,0,0,0,1,1,3,25
o54552,0,2,62,0,0,0,1,1,3,67
o54553,0,46,15,0,0,0,1,1,55,17
o54554,0,224,14,0,0,0,1,1,283,15
o54555,0,236,18,0,0,0,5,5,301,27
o54556,0,2,10,0,0,0,1,1,3,11
o54557,0,10,73,0,0,0,1,1,13,79
o54558,0,8,42,0,0,0,1,1,9,53
o54559,0,,,0,,,1,1,,
o54560,25,25,24,0,0,0,55,55,55,55
o54575,6,,,0,,,13,13,,
o54578,4,,6,0,,0,11,11,,13
o54582,4,10,11,0,0,0,13,13,19,21
o54583,0,292,5,0,0,0,1,1,325,7
o5460,0,18,70,0,0,0,1,1,19,71
o54610,8,9,16,0,0,1,19,19,19,25
o54615,0,862,37,0,0,0,1,1,1047,41
o54618,0,0,50,0,0,0,1,1,1,53
o54619,0,,45,0,,0,1,1,,49
o5462,13,24,14,0,25,17,33,33,55,37
o54621,1,302,2,0,1,0,5,5,383,5
o5463,0,5,60,0,5,0,1,1,11,65
o5467,0,1,27,0,1,0,1,1,3,31
o5468,0,29,53,0,16,0,1,1,47,71
o5474,0,5,68,0,5,0,1,1,11,73
o5475,17,18,20,0,0,0,43,43,43,47
o54898,9,,21,0,,0,11,17,,29
o54930,0,2,4,0,0,0,1,1,3,5
o54973,3,,30,0,,2,13,13,,39
o54976,0,4,45,0,0,0,1,1,7,51
o54977,0,12,16,0,0,0,1,1,13,17
o54984,0,2,4,0,0,0,1,1,5,9
o54986,5,13,8,0,0,0,15,15,31,19
o54993,4,27,10,0,2,0,13,13,39,19
o55086,0,137,24,0,0,0,3,3,169,29
o55088,0,289,53,0,0,0,3,3,329,59
o55101,0,0,4,0,0,0,1,1,1,5
o55102,0,10,18,0,0,0,1,1,11,19
o55184,0,,190,0,,0,11,11,,267
o55244,4,,19,0,1,1,13,13,1,39
o55249,0,18,24,0,0,0,1,1,19,25
o55253,1,40,,0,2,,3,3,53,
o55254,0,6,16,0,0,0,1,1,7,17
o55321,1,3,28,0,0,0,3,3,5,31
o55436,5,,23,1,,2,11,5,,33
o55443,0,0,0,0,0,0,1,1,1,1
o55444,4,,23,0,,0,15,15,,41
o55574,0,12,12,0,0,0,1,1,13,13
o55578,2,2,2,0,0,0,5,5,5,5
o55595,0,4,38,0,0,1,1,1,5,43
o55596,0,208,4,0,0,0,1,1,261,5
o55639,7,,87,0,,0,21,21,,111
o55640,2,26,186,0,0,0,5,5,33,201
o55657,1,168,4,0,2,0,3,3,217,5
o55668,0,2,67,0,1,0,5,5,5,87
o55691,2,8,4,0,0,0,7,7,13,9
o55696,0,12,20,0,0,0,1,1,13,21
o55772,0,14,96,0,0,0,1,1,15,107
o55782,2,8,2,0,0,0,5,5,11,5
o55788,0,141,16,0,0,0,1,1,161,19
o55795,1,,3,0,,0,3,3,,5
o55827,4,27,11,1,1,0,13,13,33,25
o56003,0,0,1172,0,0,0,1,1,1,2155
o56004,0,0,110,0,0,0,1,1,1,111
o56006,0,0,12,0,0,0,1,1,1,13
o56007,0,0,28,0,0,0,1,1,1,29
o56008,0,0,396,0,0,0,1,1,1,641
o56009,0,0,6,0,0,0,3,3,3,9
o56011,0,0,4,0,0,0,1,1,1,5
o56012,0,0,942,0,0,0,1,1,1,1653
o56013,2,6,24,0,0,0,5,5,9,27
o56014,1,1,72,0,0,0,3,3,3,81
o56015,1,3,4,0,0,0,3,3,5,7
o56016,0,0,347,0,0,0,1,1,1,493
o56017,0,0,18,0,0,0,1,1,1,19
o56018,0,0,,0,0,,1,1,1,
o56019,0,0,26,0,0,0,1,1,1,27
o56020,1,8,5,0,0,0,3,3,15,7
o56021,2,2,6,0,0,0,5,5,5,9
o56023,0,0,619,0,0,0,1,1,1,997
o56024,11,,13,0,,0,27,27,,27
o56025,0,0,10,0,0,0,1,1,1,11
o56027,3,23,39,0,0,0,7,7,27,45
o56041,5,,24,0,,0,13,13,,31
o56043,6,,10,0,,0,13,13,,17
o56103,2,311,58,0,0,0,11,11,391,75
o56134,0,0,,0,0,,1,1,1,
o56137,0,0,8,0,0,0,1,1,1,9
o56173,1,,601,0,,0,11,11,,673
o56227,7,1062,241,0,0,0,23,23,1249,279
o56232,2,,22,0,,0,13,13,,37
o56531,1,3,15,0,1,0,3,3,5,17
o56748,0,2,14,0,0,0,1,1,3,15
o56764,,18,2,,0,0,1,,21,3
o56866,0,23,12,0,0,0,1,1,31,13
o57041,2,,16,0,,0,9,9,,27
o57047,2,10,7,0,0,0,7,7,23,17
o57048,2,5,6,0,0,0,7,7,13,13
o57110,35,1597,54,0,0,0,165,165,2211,205
o57111,2,3562,212,0,0,0,47,47,4605,259
o57145,0,5998,138,0,0,0,3,3,7325,155
o57168,1,99,20,0,0,0,3,3,121,27
o57211,1,,0,0,,0,1,1,,1
o57217,1,18,9,0,0,0,3,3,29,11
o57229,0,70,4,0,0,0,1,1,89,5
o57230,4,4,9,0,0,0,9,9,9,17
o57231,1,143,13,0,0,0,5,5,199,17
o57232,2,18,6,0,0,1,5,5,21,7
o57236,0,338,168,0,0,0,1,1,429,193
o57386,1,,4,0,,0,5,5,,7
o57387,0,60,8,0,0,0,1,1,61,9
o57432,0,,177,0,,0,5,5,,195
o57433,0,0,50,0,0,0,1,1,1,69
o57435,7,,21,0,,0,21,21,,35
o57437,3,14,15,0,0,0,11,11,31,25
o57450,0,134,27,0,0,0,1,1,193,29
o57452,3,,31,0,,1,11,11,,43
o57453,5,20,100,0,2,0,15,15,31,115
o57502,0,0,,0,0,,1,1,1,
o57503,0,76,259,0,0,0,1,1,87,269
o57504,0,0,707,0,0,4,1,1,1,781
o57507,2,2091,242,0,0,0,7,7,2743,271
o57536,0,0,25,0,0,0,1,1,1,41
o57539,4,86,14,1,10,0,5,3,127,21
o57571,3,5,49,0,0,0,19,19,19,65
o57603,6,6,12,0,0,6,13,13,13,13
o57617,0,103,4,0,0,0,1,1,115,5
o57622,16,17,51,0,0,1,39,39,39,73
o57639,0,16,0,0,0,0,3,3,19,3
o57642,0,10,8,0,0,0,1,1,11,9
o57644,1,2,31,0,1,0,5,5,3,35
o57649,3,,13,0,,0,11,11,,21
o57650,5,,12,0,,0,13,13,,21
o57651,6,,22,0,,0,17,17,,33
o57652,3,,33,0,,0,11,11,,41
o57653,3,4,7,0,0,0,9,9,9,13
o57656,1,12,1,0,0,0,3,3,17,3
o57709,0,9,69,0,0,0,1,1,11,75
o57711,0,10,2,0,0,0,1,1,11,3
o57716,0,16,188,0,0,0,1,1,17,189
o57757,4,174,147,0,0,0,13,13,227,161
o57762,,3,135,,2,0,3,,5,171
o57779,0,51,,0,7,,3,3,67,
o57801,0,0,102,0,0,0,1,1,1,103
o57813,4,797,197,0,0,0,27,27,1141,277
o57816,0,78,6,0,0,0,1,1,113,7
o57817,0,38,12,0,0,0,1,1,39,13
o57878,0,41,160,0,0,0,1,1,59,161
o5790,0,272,8,0,0,0,1,1,375,9
o57936,1,62,1,0,0,0,3,3,81,3
o57978,0,12,8,0,0,0,1,1,13,9
o5798,0,2,24,0,0,0,1,1,3,25
o58052,0,14,24,0,0,0,1,1,15,25
o58209,3,5,1,0,1,1,1,3,5,3
o58210,0,26,25,0,0,0,1,1,27,29
o58211,0,0,23,0,0,0,1,1,1,25
o58212,0,30,45,0,0,0,1,1,31,51
o58216,0,101,6,0,0,0,1,1,139,7
o58218,1,,230,0,,0,3,3,,241
o58270,0,,10,0,,1,1,1,,11
o58271,,8,11,,0,0,1,,9,13
o58281,1,25,,0,2,,7,7,33,
o58282,0,20,,0,0,,1,1,21,
o58317,6,,18,0,,0,15,15,,27
o58318,72,87,72,0,0,0,151,151,173,151
o58320,0,0,4,0,0,0,1,1,1,5
o5837,1,37,42,0,3,0,3,3,61,49
o58372,0,0,117,0,0,0,1,1,1,125
o5844,9,9,16,0,0,1,19,19,19,25
